cc_time,cc_obj,srad_time,srad_obj
335.97284937687067,43.656809017544035,73.96809212572515,54.24723508993794
338.87728267583003,43.61353464981209,75.04352075870963,53.872411125997694
343.6324142033517,43.575119268911315,76.33376409412504,52.613388812174094
346.1874909915887,43.54101648645438,77.01786983546329,51.93693701942727
348.7733114255047,43.5107414500669,77.54858697783361,51.239676630893605
352.13197729724345,43.48386390177388,78.14565971959526,50.691884674048694
357.0209751520542,43.46000202076344,79.20843466124359,49.96211853021123
360.42764390312476,43.438816961740436,79.82560383336372,49.37549994218657
362.57887047258134,43.420008010150724,80.45276330229147,48.79747629052027
367.1987055574524,43.40330828448172,81.53448471521268,48.18774070004866
372.15248001192697,43.38848092375607,82.77405746328593,48.08621331251332
375.5579444419854,43.375315705347774,83.70880366426312,47.605885676405705
379.29330399045494,43.363626044466,85.0599199147015,47.21679735025501
